10208,107747,13680,15974,35075,38535,44185,83093,31005,3577,80616,74989,58076,3049,55525,26290,57931,25219,40375,113569,114201,114125,112489,77047,35452,21426,39704,71223,34442,42248,25385,102000,54135,28559,55825,50286,43551,2958,28013,32990,112859,41136,24267,66055,14437,71637,94931,79661,43153,106160,13089
10241,46042,26087,19228,34009,44179,15957,52549,14484,84138,10757,44335,52016,7289,100150,33529,114426,106632,69293,17387,66808,91566,40055,15534,44757,18875,56429,34343,33866,2276,46994,37335,24470,107137,78767,36252,75867,32132,64501,41670,112351,99623,92122,88656,104470,78638,76940,30875,35750,27609,78011
10263,87195,38651,21278,107221,104032,105576,38406,76172,104456,8607,113026,24398,42884,43837,90735,37248,23849,26298,74865,26595,78189,50109,51019,93854,46558,22169,98771,75202,61401,7596,45204,38988,83700,75825,33202,113126,76135,34637,28316,71484,14770,74922,73278,29055,84738,63837,40788,30744,105204,61248
10274,94524,37951,8117,68251,58847,29390,85805,50477,92122,97027,17572,79763,21173,83917,8138,78688,26439,87274,100106,65014,15802,3145,12589,100975,37286,16732,92804,3960,3904,114125,99605,87429,62112,57250,62022,57514,81166,18650,29818,113098,55910,21757,42107,25253,13206,20413,109195,66195,109653,20109
10285,591,107608,29203,69602,49481,6384,21810,11803,39406,20333,25645,1643,1475,20027,3293,13463,76305,18819,15977,104565,6474,6879,112305,13186,25498,110531,41046,26868,106917,27950,39912,51224,10535,45793,19155,98645,24080,23810,42521,34706,28281,14422,67875,48831,16608,33557,29214,26155,52537,80677
10307,104427,85302,48509,47059,79395,72775,44300,5944,112107,1992,43538,3546,49651,50137,34640,38825,40601,16330,13079,22049,19435,22474,79575,5854,3052,56379,111464,79701,51903,106244,74689,48765,95552,6720,10314,48283,100800,59615,2662,72511,44507,80681,12144,42031,27711,93152,73923,50740,12508,111940
10329,21298,37912,12610,95028,32987,37422,36260,14576,2538,21569,75102,29454,95330,47419,45861,28924,23583,78978,102105,73980,89856,97534,115860,12627,29540,25939,12149,27256,114380,5453,50322,38809,56851,107655,9027,110658,31054,27688,8538,57266,11645,60085,80781,7156,61556,116437,2545,20463,105355,57758
1034,39364,26087,58498,16836,20254,17575,59722,14777,1655,12365,57907,7562,80677,52268,26396,25645,63734,60617,12304,106990,49467,52464,16456,77966,18130,32801,110529,42010,48526,82366,79050,4550,18346,49487,45861,64245,6985,106669,75871,3839,105683,56908,100111,63834,77198,61717,38151,65997,30136,69156
10351,109246,16391,102619,43257,110838,7510,45877,113115,108767,65489,71802,88100,68319,28559,82096,58858,68155,86328,113713,7896,24037,100538,60733,42042,112673,81228,59735,70646,27773,36563,2386,49337,77680,79983,70687,86612,116158,57755,104693,111338,75375,52547,3856,71773,1331,75830,113615,5349,63321,39856
10362,39291,5453,9338,82029,9027,27787,4381,49854,57900,63217,70627,88043,86378,93772,94397,64838,58865,3598,4971,3001,7156,97929,63149,7709,37170,94404,7526,34067,4453,86750,65202,6502,925,35579,45618,69582,79454,65804,84974,88567,90577,94726,55257,57601,59665,93027,58881,82010,65799,35264
10373,24471,3618,40819,58872,97278,12859,16248,78189,51182,101024,63380,28085,23365,102275,28264,91391,14437,37513,34442,27553,27235,103605,2579,77028,23046,22169,19842,71195,43677,113975,74340,33504,52698,51248,3531,49964,14657,7651,14094,13302,30832,17080,50819,25112,93850,29680,43806,22914,69749,39475
10384,52564,115011,13864,9027,23583,36028,91056,22923,93772,88043,99954,12981,47056,56957,114125,112443,38077,13466,5582,87677,28507,93150,3001,86042,43724,54506,68595,38825,28452,39780,18855,92127,49757,11401,3598,70538,17887,21233,9338,3065,52821,37402,37767,15480,98281,59712,30782,28419,64892,4176
10406,80988,109961,57475,103270,114895,101749,42058,13860,101975,5891,107143,61875,69485,54880,12232,33790,97849,2276,55166,56362,24867,96596,73980,23716,3546,14228,44685,91598,48153,114875,94450,55774,45701,54476,104693,71060,97392,97473,112664,98011,54800,104008,69426,96278,52313,88651,65945,115854,60926,105656
10428,109246,46183,480,61878,113026,107747,21953,84007,86046,94278,34578,107221,27322,1586,93589,93854,116292,12061,31054,15974,41487,20209,87648,28665,32712,21580,39475,1471,41136,3302,104255,71741,40443,33725,24491,88053,79827,62303,95914,103748,92185,89146,87046,62737,61941,112540,14822,33221,8532,591
10450,94063,47059,16391,74259,28186,84718,116276,37293,63188,33782,10331,12351,39402,91543,9024,9566,63847,106066,41211,2420,49536,111304,14062,73791,93784,97593,96862,115061,41046,113229,44764,113876,110724,76806,77077,40812,61767,53002,45378,22631,87073,92043,46553,75677,45720,15009,27946,66055,73288,99279
10461,80909,20848,56458,15372,3852,84685,72691,66226,15775,2472,97611,25737,46689,103021,64035,50073,55863,52449,71741,36152,37873,25977,4912,20174,42887,42563,26736,15029,59100,74458,56272,90065,102104,107369,78241,44096,96142,92052,41263,37762,28450,3209,49004,76488,85363,86936,44888,27762,91902,3618
10494,13241,44614,28734,71600,39704,17359,109961,62021,15685,61642,69097,78455,84540,31792,114784,4296,73796,83629,54909,70014,20909,1116,36685,15348,38061,64510,66828,58689,106848,23101,37442,67411,72433,38254,41575,52723,37147,97620,95522,52790,113094,92939,65843,93325,93190,49735,65522,55939,52052,105993
10516,31068,42931,48286,99740,85764,37320,62499,93593,3118,92714,14753,35510,56546,100811,38203,97648,110464,107488,14437,33986,16712,58795,58580,22561,42026,20285,21580,12407,49519,74047,41180,49160,36124,17210,71163,59612,94524,64334,26721,57791,116598,16843,34682,49345,3438,88003,70829,15981,81469,24527
1056,16889,84485,4286,21911,70759,19155,106268,58212,94267,3531,45093,13033,38173,58355,20852,60812,105996,5891,48138,11590,15974,66104,91952,25099,105524,66479,106778,80863,45479,85266,56413,95312,4938,90608,19796,7541,94318,77883,6491,68038,96885,11873,39074,12624,17799,49234,36255,31459,12433,97951
10571,44042,13088,65476,30101,1685,91797,3314,71628,36640,96971,60422,8664,18990,73569,2577,29669,68322,116598,13722,85708,55782,27655,70189,63621,64694,73601,104226,1728,65525,20763,47905,69008,16076,5606,111914,68793,6906,23518,75205,87464,87253,76475,68155,102579,80610,20956,36683,113733,40005,398
10582,6731,65393,591,8180,6568,8151,87748,96845,6597,99058,56386,78149,14777,39475,2958,7692,108599,77047,91711,44885,93854,52982,20333,75116,104777,92450,87700,98255,60679,8498,17636,45671,55178,63881,109253,12935,49468,32628,66205,8038,8543,93372,4365,66126,20209,55708,72366,961,42031,55355
10626,25196,81303,113858,87195,30064,79455,27711,15484,70585,47231,25539,16867,57514,41327,23731,102271,79989,55943,79514,109660,36942,35235,105480,57907,73930,64703,17930,90516,43132,62813,105928,32206,28640,49347,57849,106947,31005,88100,14148,110778,7304,94913,66628,69215,18157,75783,34805,65645,8812,66871
10637,1960,71613,27391,58954,79000,52670,27595,66828,43690,2410,45831,4340,51182,26117,46670,113115,25385,81994,4591,38845,57692,92918,18896,45623,9803,68011,58246,50444,68586,29034,49068,3967,11642,81024,50105,34716,103353,71324,30123,16651,79348,98771,89093,20694,46121,7755,97975,2788,72861,90625
10648,29946,61226,49337,32320,4990,25397,42931,110258,24847,37576,8916,102351,4798,106867,11873,98854,69905,97569,114141,23936,52935,88660,76390,430,53745,23908,16110,77068,72480,98628,4060,34547,100863,42042,8837,19508,20058,51386,9440,41247,25190,58228,49486,25920,16283,50750,43539,4812,60448,42992
1067,84679,88100,91838,79676,8543,80310,796,22970,80970,8151,85274,93550,91523,64552,89780,801,24807,82029,80232,86481,98034,88638,25075,41136,80317,115894,84435,96345,85226,90089,55871,38548,81476,106759,40814,8617,49196,10682,32174,98841,12877,89705,93340,114324,97878,37645,7857,108849,86979,2515
10692,27910,114125,79527,12311,34009,568,68171,27894,77769,33559,93676,9857,26141,480,6418,26130,64551,26087,2420,4483,19083,5622,114744,112351,67940,38785,13306,113975,17299,75202,26974,108791,86099,43622,19339,5996,3839,80544,40272,20950,25868,14094,32997,20274,34685,40638,3619,21838,103448,20785
10703,75830,69398,73604,80679,34735,12662,87222,89864,63321,76806,71163,85661,85371,87826,87016,68155,51227,73675,93024,25356,78723,80053,47875,24848,91678,51493,78220,64235,61875,7369,1116,53845,96374,12530,89793,114125,37765,49124,88240,86734,108205,78267,63011,88701,66177,70088,963,77757,70705,46491
10714,22262,71750,3618,45618,58872,36865,86631,88311,24471,12683,90290,34009,111763,49124,5966,35452,800,97704,29594,29520,9961,37513,24177,31054,35586,77047,40013,23727,37814,61155,78364,94642,3325,71404,36893,35889,47112,30237,14190,47878,35658,2958,2525,88817,92531,108766,56707,97905,7736,63380
10725,15974,12508,22123,5769,5982,37743,5376,71551,17287,25445,4224,44975,1586,109186,94200,79104,17739,19740,46331,2545,4379,16248,49455,59629,99853,25450,35931,107570,23737,75116,20333,104777,59693,18673,4147,29824,48782,6813,22437,86550,8098,55758,83511,109854,67760,54306,19257,21649,60279,5377
10747,69019,98934,39364,96845,115935,899,16181,99330,98961,6731,49814,93850,11052,95053,28459,114074,86548,92369,49125,18524,93184,48809,34649,113975,20676,12453,55286,55190,116491,93200,46544,7755,19316,6568,28504,68716,108442,96153,74480,92536,115237,36243,75861,116582,14552,48340,35270,37513,66165,32054
10769,23737,11643,25126,22235,88947,23650,69749,11890,80280,84750,3077,3001,60011,27076,40510,74691,9803,58600,16914,104777,3904,19435,47366,110801,42300,115504,27773,111971,91371,5582,26958,41429,17370,80537,39974,46233,45736,113294,90818,23576,31271,62331,87377,31018,21131,40108,45383,38549,24181,19571
10791,33750,62695,111829,43443,78473,1554,97728,36399,57560,29077,74411,47056,45443,16610,66026,31005,77047,591,112351,34442,113026,83682,24157,15717,55821,50789,48061,48357,48503,81414,24607,93686,6274,86970,101060,21426,87711,64694,44869,73593,32690,77035,239,70216,87197,12178,105230,13463,12932,41247
10802,25196,30923,11645,16707,22358,57100,24400,31078,50564,109621,26235,6835,88605,9992,106056,53375,12752,62721,36139,82195,4550,34427,74515,89072,109133,17299,69640,56873,74450,38575,5157,76460,43730,13959,25239,21729,1685,9469,27614,95166,6252,110727,2447,87175,28880,5323,52206,96924,18174,13937
10813,13864,36028,73855,35750,73947,53055,18000,87677,43245,81874,42560,47575,17704,20763,79691,103045,78814,57317,23555,82138,90831,77035,15933,46121,39007,87654,106323,3065,9148,43419,34121,46742,24694,69727,42503,13336,52460,16918,47804,85694,46036,22635,64035,115011,114204,94887,25445,3211,14576,40648
10824,3049,733,45152,602,72068,85943,10809,24645,3217,76905,12321,18006,50499,479,34516,50171,55312,68322,64853,26396,44039,107045,54680,76172,27655,33366,26615,51537,32212,8925,81085,48349,113442,39209,107421,28997,20087,45611,22095,72522,34371,58076,57204,47922,76319,19954,38704,114740,8499,23346
10846,22281,12311,28559,11440,101737,94879,42759,36384,52679,25651,12321,883,12534,45791,44843,52766,114125,112489,4340,105304,39704,15974,112718,113026,110758,14084,113786,50286,39475,32990,41136,78987,43745,13302,52931,26349,51936,42979,61715,75832,58096,45793,9081,40639,40164,30065,17416,8755,87904,106921
10857,80909,77047,87229,83898,28890,60286,88163,43104,29014,77504,107261,68897,72472,75886,33188,98222,106363,3851,112853,23635,18537,85408,75313,110765,74104,50694,101801,27007,87888,46612,75986,10143,14777,49124,11052,25836,15974,51810,61043,104030,101419,58199,93505,55942,58345,79695,85069,56630,78107,64668
10868,68184,5572,5250,32990,7691,3093,26666,4207,86797,111225,5361,40356,56873,17338,110172,77769,102702,6970,87433,43254,45610,19838,76833,46042,9338,11464,62643,20226,53329,112139,87420,93635,114201,3738,10394,58818,41989,34510,893,72521,22804,13626,13450,54686,101735,73947,105021,81626,22038,37880
10879,85899,1523,116598,94243,86305,115792,92444,107211,49322,67117,95662,85408,44689,92924,99554,94336,20128,50024,89617,70895,28921,78942,51093,21350,88245,52974,25332,71220,99276,49878,62547,1149,4734,67014,98076,104550,55571,70825,71479,51426,4916,85057,26130,28749,27832,98363,4443,93491,63829,1466
10912,34910,17787,34608,6731,39929,82383,78723,41796,45070,81876,35266,61947,91290,14129,82799,81579,35713,10988,84662,25701,23470,53725,108827,4843,110559,103171,493,109536,104693,37201,98280,11358,93539,101045,51182,52452,84995,83105,50324,25508,103009,27144,25239,21223,30158,115865,25399,60866,51153,76905
10923,100538,16106,45549,99510,84419,108013,108621,591,105423,75524,35811,38061,60281,104818,102958,106657,96304,85575,76188,43143,66939,95786,54565,42016,3001,111140,21864,44688,100945,85966,67290,79196,113860,107256,35159,97520,60988,31471,42525,79050,90576,71223,89281,109003,29362,13728,51789,77228,45175,36273
10934,25645,107747,111763,74037,115011,7294,37618,5250,26290,74666,106954,72068,67368,60292,39375,27296,23830,14828,5249,72628,41570,72984,51824,10657,20462,51599,78890,26456,26435,55313,4921,14738,68669,94243,69411,33867,94843,36117,6904,67760,35996,11839,41206,85763,9617,89519,46725,24664,71481,93416
10945,47126,84679,22281,50168,106990,18063,109233,41796,21426,97522,51894,79951,40961,39812,105374,42248,62767,36015,46202,99313,51105,3893,50514,16732,55477,110402,50910,29679,42269,26007,37837,35410,19202,27494,115957,75244,98499,79495,42031,45530,47797,13302,68081,41414,110355,27295,42694,71343,21218,68210
10956,68184,46042,68607,14777,43724,56249,68001,27966,26451,36847,36212,33948,33074,14576,27006,52622,20738,25868,53343,114106,24986,22636,12037,8554,47056,3393,3377,21122,56974,29669,18832,6230,4247,48153,5966,8814,17775,68314,95750,87691,46478,36445,78437,2430,60733,107817,21467,16697,52640,21371
10978,28541,35452,4798,39400,30082,31450,14777,54985,26116,114125,112959,51768,35928,82264,7971,90171,4647,5346,24944,591,22502,31619,59783,114630,94144,14335,81828,50466,5649,35152,28707,70825,42913,3302,34442,30489,31054,100174,6634,87528,94121,35750,5966,6751,71729,83500,33300,3363,86631,61625
11,26711,21517,77847,85475,40801,10528,59376,55774,45652,24400,3506,59255,56114,67096,20389,24421,43776,38151,70570,23832,39704,97588,81088,32531,20395,41143,15844,46946,111833,10248,99219,56824,55813,32800,22093,25539,6969,10757,15644,10262,67572,112173,68105,25107,22281,68918,16141,7709,39241,8480
1100,39704,107747,113344,71750,58124,104068,49343,110566,115075,97499,114543,19629,42015,14666,44534,27466,28665,23382,115860,6368,27787,23583,113418,49124,19326,77095,15974,3531,113026,59903,20333,79574,47382,78868,76833,11860,113786,43836,44020,48106,10356,50264,48060,93956,8918,54849,102169,99988,102832,5812
11000,53657,25339,46670,114213,56249,13088,57841,71223,594,53586,78868,24847,100804,51182,36071,67536,18488,51493,3826,1661,70018,64927,36073,86242,875,43790,19724,42910,1604,25219,24818,58699,39742,7056,21122,3412,23446,25959,4395,66520,8968,48721,31005,58016,13610,67697,3118,104255,85445,100234
11011,73408,17567,44042,77987,37481,13997,46238,34847,51105,69643,39671,20391,90962,52766,90267,46193,23444,91065,20170,87254,67253,1021,2652,76502,98555,36743,69088,33577,44512,113026,100957,20602,39704,16616,99858,26556,15227,15287,28264,1887,49735,25107,97794,101790,85093,29619,15699,44931,68595,19413
11022,115561,24620,85302,116598,114929,113633,113515,114204,112107,6687,66787,32162,32518,13707,47878,110598,18000,56957,25635,59712,113882,8167,114268,114896,85983,100945,81591,113285,117039,116115,13312,10651,12556,7807,107488,25887,11747,38077,30189,115093,14860,38655,1685,38825,63834,16377,111444,37317,45395,39450
11033,1426,51493,77999,82632,69717,56518,59311,8218,15435,26419,73088,2002,87016,5008,70677,40932,73743,6132,73697,115147,78129,94098,60386,10943,115957,8364,55825,53576,14753,39332,68418,108827,68333,27692,90164,62894,75409,37012,43654,47296,8191,7737,30153,57369,41839,80610,110801,40754,56469,12993
11044,41796,38794,70316,50294,20398,19624,69907,48924,25733,45147,44269,24147,105633,64364,41241,48451,64017,108108,32641,45943,19171,107747,82194,74379,68460,57572,91695,80151,11339,54277,72990,71337,55871,109906,32464,63279,22836,54528,72470,12351,21466,33992,84974,80781,43256,88444,82253,36306,71065,42988
11066,1372,98934,19349,25566,101808,33602,39729,61847,67338,32880,49353,57304,96705,1414,73804,102709,89037,65052,13034,77915,3506,103015,83147,89558,99207,80305,9112,103507,52680,30345,89965,27773,113759,54526,41395,114822,94267,113691,12820,3118,38387,68710,44774,101449,37949,50820,99645,92256,94588,66908
11099,48451,40478,35822,50548,106194,42098,73855,48513,58621,24749,83420,26138,29847,45341,89828,82814,16963,5004,86208,35029,24582,30515,70334,20862,92513,3577,25790,99670,96454,86447,78871,82097,23810,51278,89892,2451,34466,58745,47905,39715,38930,33592,96395,97047,41227,64558,60766,57838,40037,9301
1111,23732,3904,116123,9531,71577,16290,107211,48320,16356,110765,17813,36552,53182,133,81542,40852,26510,66774,33914,36255,107178,60011,4773,880,14278,59990,40627,48637,27901,65361,21263,25983,44941,64626,99755,73231,5572,41108,3319,48236,92127,28322,26568,10527,14721,22851,43094,41362,39469,13310
11121,30254,44174,27266,90359,48564,15984,67591,10179,105229,8300,107322,68781,56991,79998,20848,64040,21990,61123,17422,2245,88642,109889,6985,62112,43632,11440,53689,24760,26117,93227,23986,64568,87323,12981,90075,88677,60344,35247,69378,63856,79233,33066,19864,60625,87755,48103,57369,40545,41104,86601
11154,11810,8180,8151,11748,14574,8150,31939,73737,9570,7939,21649,34062,7987,28321,6115,23086,3608,8535,8179,8530,13845,6866,84106,22157,88431,104107,68199,8063,7575,73850,7259,113007,81698,14082,1910,4732,96465,38726,2074,58876,1471,38156,106109,46742,107747,2181,87748,20351,8480,55567
11165,68630,113115,79785,68357,37287,81852,99605,113367,44408,38198,14320,62993,86159,59001,100771,46709,38650,38610,109246,37338,56576,89508,41241,82903,110812,2545,64271,21093,93119,63877,107429,102143,30951,48077,77350,35955,60018,109716,108015,88302,101597,47924,72770,50179,49291,107281,60935,38560,62719,38611
11176,60796,13241,52766,22281,34758,46276,79083,62344,74723,1116,100212,13641,45912,71484,19091,55942,116125,25689,18259,99880,108817,72433,104850,104695,97620,96691,89430,14920,66887,93487,90750,66458,67694,63146,38523,20735,78041,7853,64222,53588,39548,8479,56106,70189,27287,54384,22559,24533,99595,66673
11187,15974,41532,41918,11643,24341,3767,31005,102105,71223,107747,58301,111822,67591,5982,44119,32768,35452,13155,39704,32990,25453,38785,7788,114125,77047,110172,11052,75986,75830,42499,59094,3531,20333,1963,1668,24488,114680,1927,1515,21736,39475,17287,107145,24246,27885,43141,12206,27411,10909,113633
11198,42741,90769,91715,58538,10476,65202,94063,16248,13359,46327,107208,26298,83138,52131,24276,110077,72061,14992,87917,73761,106281,65036,29113,23886,7733,46020,16200,12061,13302,30507,12845,60493,88359,14144,6683,82586,1735,103605,81182,96955,34108,41143,114201,33212,47070,56287,73693,72729,112169,53795
11209,31635,86850,108306,24177,36529,31005,10715,78189,45652,115011,64622,52014,14082,13845,41047,5221,18537,13480,41992,1759,76021,39878,73761,25640,79182,25789,40756,42189,34716,40585,90841,20058,89082,59765,39883,30956,63574,72377,66871,115299,50606,39140,64040,6235,82630,54476,70728,21279,48408,88984
1122,77095,94861,79868,77047,62673,88058,87254,97929,64627,7156,46691,35452,42985,95240,77915,70627,2075,6597,103417,41774,48856,54842,23853,68897,88605,6684,55190,96550,90820,75537,114784,113759,90077,70199,74340,64817,71223,90290,67431,970,98771,86558,73689,81572,114823,73539,88646,89550,70589,74953
11220,1647,102021,105480,61299,41129,57100,73288,27093,42248,2673,20193,86795,30512,73557,68163,45120,70564,63716,27312,53568,28275,63241,37301,19894,3865,28332,39680,76833,31917,3778,34296,23825,51362,64988,27768,86744,28880,60716,88058,59935,22232,57075,16350,44858,40737,37419,37815,56746,41010,20784
11242,93955,67150,113848,63113,55936,11869,52379,33417,25870,45342,59909,67637,108064,5272,44910,35264,20030,41992,108817,41866,95294,110566,8916,36317,52723,109818,85394,76188,60983,67158,38119,46265,54911,15275,49835,27296,77124,101620,75196,51033,75900,54526,72063,108841,53790,43931,105102,49407,98728,48971
11253,25734,24165,14437,16413,33074,1331,85899,16554,693,16928,48786,2041,34470,16942,44551,25640,42300,80557,5733,71860,95867,28006,24944,44044,98410,53395,21148,27555,1562,26555,3826,109665,55972,19550,19739,19618,45642,75251,57642,23832,97161,68348,46315,57445,64545,74235,55448,87173,13445,81941
11264,31078,22826,8151,5522,34009,8180,2846,66190,17257,27900,96988,8532,28665,25790,3233,42688,96293,88431,106632,80345,15976,8150,92715,77030,20790,47792,14106,17889,93784,4455,94860,4550,35750,81904,36033,107622,15572,111717,21502,75137,45340,6866,29609,37628,75930,34742,50940,15772,29673,43342
11275,37951,33074,93188,5982,59416,46757,88241,20209,90225,98961,3954,4483,70627,5376,5966,90151,4340,77189,105109,42383,96670,39259,106620,49904,26299,88332,40909,28281,24025,29919,31999,29700,76436,64017,58601,25445,2248,3001,480,9399,4864,62465,87748,58538,4465,55820,24404,39770,39939,4504
11319,95930,21569,46053,81421,52640,55646,69008,70945,48281,3346,47922,46666,58836,48236,42333,36847,57305,22630,78326,44388,41346,26209,26570,49467,4417,21149,36028,61157,50088,34637,28014,110939,68566,17482,39693,22075,47577,79026,20109,36303,5648,60054,26278,70479,50862,94059,25790,13455,58498,24517
1133,116083,49396,1562,113607,23710,39584,49854,111576,88538,48075,54049,85302,102924,109632,60544,28855,16524,45679,61129,75437,10626,61243,3001,56972,58621,4999,4381,7510,114204,4844,37807,8089,39365,37803,57109,13751,113671,113291,92658,95146,110598,54168,37638,111215,46555,115905,20737,60736,2375,116292
11330,13241,50962,27381,102924,1633,24058,21649,69680,114380,102802,6235,6702,87519,67631,4484,3302,3364,98625,32779,6328,61453,38180,40648,38650,6969,107322,87540,1471,48263,37013,61111,37286,41717,44606,19867,4690,19359,52766,62894,36391,57946,13670,25701,12725,27563,24773,19018,115206,25210,61975
11341,34009,12966,23068,87748,13467,13180,5671,7703,40013,103448,43978,91838,48721,26736,22274,39750,7793,45276,86050,4923,5263,47506,41129,80443,80545,33866,5097,77019,44688,48958,96767,40809,21032,83257,58538,10242,25545,41140,77198,37574,81434,1562,47349,65397,59046,70611,43956,6731,77047,116437
11352,71357,48138,69900,22210,99022,5376,102863,47818,51768,19017,75607,36041,93240,76927,81035,41760,44518,74204,34334,101629,94926,59541,86808,97737,6639,104454,72790,55342,80386,114633,47555,65390,21426,37066,15641,70000,91360,22116,110531,58934,98786,51579,56033,101028,43676,19572,82407,72470,105310,96345
11374,22235,107747,11401,11643,31271,796,11121,88947,104741,84750,3001,34483,4055,69749,6343,7834,24330,24969,5582,16413,52735,88100,114125,112489,29594,110172,112351,14777,49124,63321,5966,61324,59903,20333,93379,103414,76833,58538,106291,70155,89082,109474,100299,7154,14437,77915,72897,19571,12860,69330
11407,115866,111763,89603,23583,84485,20174,63353,101749,47255,116437,111869,52572,78189,107747,50286,69352,50348,33390,21426,54192,88881,27336,78894,67901,78196,77044,11890,101590,73525,77835,97571,47778,99442,109250,50937,66055,48412,49854,85084,66481,53918,54560,19715,3917,87219,104077,61287,9027,49160,102235
11418,93579,34466,94887,64736,30754,100469,69678,58764,61947,86697,16520,35361,62563,48349,84439,100950,34452,35481,97923,31865,50034,21426,15974,14158,83093,47114,66226,35758,39360,32872,31450,18533,38988,47382,46020,21318,72947,21444,52723,56364,31443,87837,19228,18522,58543,97056,109854,88198,31851,92047
11440,110475,23632,17084,84115,40697,20871,90013,17015,42198,45861,972,45652,35858,41112,26163,3856,9753,33229,58199,57076,57482,56723,12070,36945,64017,3374,101208,112216,84104,53615,74820,55360,43249,28173,15220,72858,69885,595,88128,6785,81582,54610,112139,63884,44770,63821,40262,100566,40352,96978
